Setting,Scene,Image,Object,RANSAC Iterations,ICP Iterations,RANSAC: Fitness,ICP: Fitness,RANSAC: Inlier RMSE,ICP: Inlier RMSE,RANSAC: Transformation,ICP: Transformation
full_scene,93,30,49,42,30,0.24706550962862575,0.32852084198561715,0.002846572078661367,0.0026811736799946134,"[[ 0.46455438 -0.88498842  0.03138029  0.10275888]
 [ 0.86340182  0.44477905 -0.23813628 -0.1189559 ]
 [ 0.19679056  0.13772105  0.97072467 -0.48598615]
 [ 0.          0.          0.          1.        ]]","[[ 0.64359546 -0.76408709 -0.04422435  0.08972745]
 [ 0.73261416  0.6317475  -0.25332112 -0.11738472]
 [ 0.22149802  0.13063694  0.96637085 -0.48619329]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,38,49,38,30,0.40914555509410044,0.4100308203457999,0.0028881742065573813,0.002758150381622117,"[[-0.89572592 -0.08538641 -0.43633042  0.06668667]
 [ 0.34381916 -0.75525249 -0.55801618 -0.16130861]
 [-0.28189264 -0.64984832  0.70585671 -0.53658389]
 [ 0.          0.          0.          1.        ]]","[[-0.87977481 -0.06173098 -0.47136565  0.06801471]
 [ 0.32397612 -0.80348204 -0.49945578 -0.16533829]
 [-0.34790194 -0.59211983  0.72688262 -0.53950671]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,44,49,21,30,0.31283743906970646,0.37500273230015957,0.0027446505585283455,0.002754258953531355,"[[-0.64905027  0.33717404 -0.68194385  0.05578228]
 [-0.27171549 -0.94003385 -0.2061724  -0.09047794]
 [-0.71056628  0.05147845  0.70174463 -0.54435229]
 [ 0.          0.          0.          1.        ]]","[[-0.66046556  0.54681358 -0.51456793  0.04736062]
 [-0.11999943 -0.75336928 -0.64655616 -0.09462453]
 [-0.74120536 -0.36528022  0.56319178 -0.54847005]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,50,49,19,30,0.30497934381079367,0.34065225469409166,0.002885296901750628,0.0027926461993590464,"[[ 0.5144126   0.84096714  0.16779135  0.02218974]
 [-0.61817458  0.49926583 -0.60711928 -0.1199242 ]
 [-0.59433986  0.20858546  0.77669315 -0.5331127 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.79128395  0.60519692  0.08721466  0.02091269]
 [-0.42189985  0.6436448  -0.63853104 -0.12650325]
 [-0.44257228  0.46846351  0.76463829 -0.54544256]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,57,49,43,25,0.13675708758661392,0.33705654768410237,0.0030136801570400922,0.0026859736409917487,"[[-0.42833852  0.90193526  0.05512616  0.02630942]
 [-0.85614584 -0.38556588 -0.34402508 -0.13391104]
 [-0.28903359 -0.19455523  0.93734084 -0.50368452]
 [ 0.          0.          0.          1.        ]]","[[-0.46176235  0.86889916 -0.17829689  0.03977945]
 [-0.75766257 -0.49089861 -0.43007672 -0.13523144]
 [-0.46121899 -0.06350436  0.88501087 -0.49811196]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,81,49,32,22,0.22898861177293492,0.39939670812476774,0.0031175492716349,0.002734007442976445,"[[-0.04365846 -0.99357427  0.10442272 -0.06480834]
 [-0.90616856  0.08339283  0.41461329 -0.10235237]
 [-0.4206572  -0.0765232  -0.90398657 -0.54623379]
 [ 0.          0.          0.          1.        ]]","[[-0.09295862 -0.92676405  0.36396029 -0.05136555]
 [-0.9479838   0.19415229  0.25225305 -0.09903868]
 [-0.30444278 -0.32157936 -0.89660544 -0.54661652]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,83,49,37,30,0.14307416555553126,0.330531814903058,0.00326628677374704,0.003018530643802814,"[[-0.80933035  0.44752105 -0.38040676 -0.05168734]
 [-0.22341518 -0.83353788 -0.50527246 -0.18823977]
 [-0.5432035  -0.32394369  0.7745905  -0.54689739]
 [ 0.          0.          0.          1.        ]]","[[-0.68953986  0.6035804  -0.40028176 -0.04695299]
 [-0.3290071  -0.75341818 -0.56931132 -0.18324221]
 [-0.64520471 -0.2608673   0.7180941  -0.53537487]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,85,49,43,30,0.32928588603029574,0.36493693851231723,0.002951381171145823,0.002915325521856241,"[[-0.86526373  0.24024395 -0.44000172 -0.03787794]
 [-0.12668989 -0.9539923  -0.27175055 -0.20478479]
 [-0.48504468 -0.17939213  0.85589142 -0.52215336]
 [ 0.          0.          0.          1.        ]]","[[-0.75568591  0.43239081 -0.49191156 -0.04029695]
 [-0.27617032 -0.89142161 -0.35930136 -0.20052421]
 [-0.5938592  -0.1356676   0.79304826 -0.51985112]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,89,49,33,30,0.33904566220026666,0.3761393691665392,0.0028017201001606807,0.0028719617357870876,"[[-0.96472194  0.0999471   0.24356141 -0.00318193]
 [ 0.08138568  0.99303953 -0.08514021 -0.14349708]
 [-0.25037563 -0.06231422 -0.96614129 -0.50679762]
 [ 0.          0.          0.          1.        ]]","[[-0.99881224 -0.00381976  0.04857489 -0.00418323]
 [-0.00399852  0.99998559 -0.00358344 -0.14068757]
 [-0.0485605  -0.00377341 -0.99881312 -0.50704787]
 [ 0.          0.          0.          1.        ]]"
full_scene,93,100,49,35,30,0.3290017268137008,0.38257666834247744,0.0030290980602103944,0.0027804806880824783,"[[-7.03822020e-01 -7.09853266e-01 -2.72562875e-02 -6.21328570e-02]
 [-7.09343322e-01  7.04349474e-01 -2.69048128e-02 -1.06596237e-01]
 [ 3.82964210e-02  3.97865824e-04 -9.99266344e-01 -5.49101827e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]","[[-0.79535512 -0.60247146 -0.06662108 -0.05700557]
 [-0.60585257  0.79356311  0.05657083 -0.10925582]
 [ 0.01878572  0.08535645 -0.99617337 -0.54404519]
 [ 0.          0.          0.          1.        ]]"
