Setting,Pipeline,Object,Mean RANSAC Iterations,STD RANSAC Iterations,Mean ICP Iterations,STD ICP Iterations,RANSAC: Mean Fitness,RANSAC: STD Fitness,ICP: Mean Fitness,ICP: STD Fitness,RANSAC: Mean Inlier RMSE,RANSAC: STD Inlier RMSE,ICP: Mean Inlier RMSE,ICP: STD Inlier RMSE
Single Object,Geometric-Only,9,145.7108140947752,82.19291571578411,25.54678007290401,6.0885546336547725,0.3878451839251827,0.11509571384056336,0.5104660294919559,0.11964189013267361,0.002618513485749519,0.0002038953307876781,0.0022080163457467664,0.00013572417936005715
Single Object,Geometric-Only,63,81.42998027613412,30.008036577384075,28.921104536489153,3.421909600477377,0.5822354820558477,0.1406248935101573,0.7212075456904427,0.1668623742759479,0.0024589897885683846,0.00025806858419169445,0.0019506719674587333,0.00023925273370312264
Single Object,Geometric-Only,64,85.39323467230444,46.59337395495472,29.636363636363637,2.019740787957527,0.5393473554470247,0.19549209121086553,0.6508530537161391,0.18590973235843297,0.002480351518610857,0.0003350572397482377,0.0019638450864743182,0.000325582884628875
Single Object,Geometric-Only,TOTAL,105.14329004329004,64.47698623879124,27.865367965367966,4.713402903233159,0.5041968243729427,0.17016695611404908,0.6317192588786676,0.18223172560736786,0.002520198490339018,0.00026904037513294143,0.002045055217945929,0.00026089956384710495
Single Object,Geometric-Only,Inter-Object STD,,36.02300970494318,,2.184122817365573,,0.10212727956425821,,0.10729263547351921,,8.65956721747402e-05,,0.00014492484486550617
